,main_law,draft,category_law,reading,initiators,committee,link_to_votes,url,Абдалиев М.А.,Абдибаева А.Н.,Ажибаев Ч.И.,Азыгалиев Н.А.,Айдарбеков Ч.А.,Айдарова А.А.,Айжигитов С.А.,Акаев Ж.К.,Алиев М.К.,Алимбеков Н.К.,Алимжанов Ф.А.,Алимжанова Н.Я.,Алтынбеков А.,Атажанов Ы.Ы.,Атазов Ш.К.,Атамбаев С.А.,Ашимова Д.А.,Бакасов У.Б.,Бекешев Д.Д.,Боронбаев А.Ж.,Джумабеков Д.А.,Джусупов Э.Р.,Жакышов Р.Ш.,Жамгырчиев Э.Э.,Икрамов Т.И.,Исаева Дж.К.,Исатбек к.А.,Исираилов А.А.,Кадырбеков Н.К.,Кенжебаев А.Б.,Кожокулова Г.А.,Козуев А.А.,Кокулов Э.К.,Коргонбай у.Ж.,Култаева Г.О.,Кыдыкбаев Ж.С.,Лурова Л.Х.,Мадумаров А.К.,Мажитова Ш.,Малиев А.К.,Мамасадыков З.Д.,Маматалиев М.А.,Мамытов Т.Т.,Масабиров Т.А.,Масалиев И.А.,Маткеримов А.Т.,Матраимов И.И.,Молдобекова Г.С.,Мураталиев М.М.,Нарматова Н.А.,Нурбаев Ж.П.,Омурзаков С.А.,Ормонов У.З.,Осмонов А.Ж.,Примов У.Б.,Ражабалиев Н.А.,Раимбачаева В.К.,Рысбаев Р.Р.,Садырбаева Ж.Э.,Саккараев М.Дж.,Самаков К.К.,Самыйкожо М.,Сарбагышев М.К.,Сарыбашов Т.Н.,Сатыбалдиев Э.Р.,Сулайманов К.К.,Сулайманов Э.Н.,Султанбекова Ч.А.,Сурабалдиева Э.Ж.,Сыдыгалиев Н.О.,Сыдыков Б.У.,Сыдыков М.Ж.,Таалайбек к.Ж.,Талиева К.А.,Ташиев Ш.К.,Таштанбеков А.Д.,Темирбаева М.О.,Тентишев Б.Э.,Токторбаев Ж.Ш.,Токтошев Э.Т.,Толонов Д.Э.,Толонов Ч.Т.,Тулобаев Б.З.,Тумонбаев А.Т.,Турсунбаев А.А.,Ханджеза К.Л.,Чойбеков Б.К.,Шабазов Б.В.,Шакиев Н.Т.,Эрбаев А.Т.,Исмаилов Ф.Д.,Бакиров О.М.,Абиров Ж.Б.
10,О товарной бирже и биржевой торговле в Кыргызской Республике,О внесении изменений в Закон Кыргызской Республики,О проекте Закона,вносится на третье чтение,"инициаторы – Председатель Кабинета Министров,вх. № 6-11822/23, от 22.09.2023","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143604_21-12-2023 02-14 Голосование 18.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,отсутствовал,отсутствовал,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,не голосовал,отсутствовал,за,не голосовал,не голосовал,за,за,не голосовала,не голосовал,за,за,отсутствовал,за,не голосовал,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,отсутствовал,не голосовал,за,отсутствовал,за,не голосовала,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,отсутствовала,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,отсутствовал,за,за,не голосовал,отсутствовал,за,отсутствовал,,,
11,Об инвестировании средств для финансирования накопительной части пенсии по государственному социальному страхованию в Кыргызской Республике,О внесении изменений в Закон Кыргызской Республики,О проекте Закона,вносится на третье чтение,"инициатор – депутат Чойбеков Б.К., вх. №6-9442/23 от 23.06.2023","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143619_21-12-2023 02-17 Голосование 19.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,отсутствовал,отсутствовал,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,не голосовал,отсутствовал,за,не голосовал,не голосовал,за,за,не голосовала,не голосовал,за,за,отсутствовал,за,не голосовал,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,отсутствовал,не голосовал,за,за,за,не голосовала,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,отсутствовала,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,отсутствовал,за,за,за,отсутствовал,за,отсутствовал,,,
12,Об игорной деятельности в Кыргызской Республике,О проекте Закона О внесении изменений в Закон Кыргызской Республики,Empty,вносится на второе чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-12940/23 от 16.10.2023","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143632_21-12-2023 02-26 Голосование 20.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,отсутствовал,за,отсутствовал,отсутствовала,не голосовал,отсутствовал,за,за,отсутствовал,за,за,за,за,против,не голосовала,за,против,за,отсутствовал,за,не голосовал,отсутствовал,отсутствовал,отсутствовала,не голосовала,за,отсутствовал,за,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,за,за,не голосовал,за,за,за,не голосовал,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,за,не голосовал,отсутствовал,за,за,,,
13,О финансовой аренде (лизинге)),"О внесении изменений в некоторые законодательные акты Кыргызской Республики (в Гражданский кодекс, Закон",О проекте Закона,вносится на второе чтение,"инициаторы – депутаты Малиев А.К., Маткеримов А.Т., Түмөнбаев А.Т., Жамгырчиев Э.Э., вх. № 6-18174/22 от 16.09.2022","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143650_21-12-2023 02-30 Голосование 21.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,отсутствовал,за,отсутствовал,отсутствовала,не голосовал,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,не голосовал,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,не голосовала,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,не голосовал,за,за,не голосовал,отсутствовал,за,не голосовал,,,
14,О Регламенте Жогорку Кенеша Кыргызской Республики,О внесении изменений в Закон Кыргызской Республики,О проекте Закона,вносится на первое чтение,"инициаторы – депутаты Маматалиев М.А., Азыгалиев Н.А., вх.№ 6-13410/23 от 24.10.2023","Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143705_21-12-2023 02-55 Голосование 22.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,отсутствовал,за,отсутствовал,отсутствовала,не голосовал,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,не голосовал,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,за,за,за,за,за,не голосовал,за,за,не голосовала,не голосовал,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,не голосовал,за,отсутствовал,за,за,,,
15,Об основах Вакф (вакуф),О проекте Закона,Empty,вносится на первое чтение,"инициаторы – депутаты Маматалиев М.А., Нурбаев Ж.П., Алимжанов Ф.А., Мамытов Т.Т., Атазов Ш.К., Исмаилов Ф.Д., Козуев А.А., Ашимова Д.А., Ханджеза К.Л., вх. № 6-7088/23 от 19.05.2023","Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143718_21-12-2023 03-52 Голосование 24.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,против,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,не голосовала,за,за,отсутствовал,за,не голосовал,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,не голосовал,не голосовал,за,не голосовал,за,за,за,не голосовала,за,за,за,за,за,за,за,за,не голосовала,отсутствовала,за,за,за,за,против,за,за,за,за,отсутствовал,отсутствовал,за,не голосовал,за,за,за,за,за,за,за,за,,,
16,О внесении изменений в некоторые законодательные акты Кыргызской Республики по вопросам зелёной экологии,О проекте Закона,Empty,вносится на первое чтение,"инициаторы – депутаты Маматалиев М.А., Сыдыков Б.У., Мамытов Т.Т., Мажитова Ш., Түлөбаев Б.З., Лурова Л.Х., Сыдыков М.Ж., Кокулов Э.К., Тентишев Б.Э., Исатбек кызы А., Абдалиев М.А., Атазов Ш.К., Исаева Дж.К., Исмаилов Ф.Д., Козуев А.А., Масабиров Т.А., Маткеримов А.Т., Нарматова Н.А., Талиева К.А., Жакышов Р.Ш., Джусупов Э.Р., Алимжанов Ф.А., Жамгырчиев Э.Э., Ашимова Д.А., Алтынбеков А., Толонов Д.Э., Ханджеза К.Л., Ажибаев Ч.И., Нурбаев Ж.П., Сарбагышев М.К., Ражабалиев Н.А., вх.№ 6-9775/23 от 29.06.2023","Комитетом по транспорту, коммуникациям, архитектуре и строительству, Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию, Комитетом по бюджету, экономической и фискальной политике, Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143735_21-12-2023 04-02 Голосование 25.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,за,отсутствовал,за,не голосовал,за,за,за,за,за,за,не голосовал,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,не голосовала,за,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
17,"О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Азербайджанской Республики об инвестициях для строительства пятизвездочного отеля на берегу озера Иссык-Куль, подписанного 12 октября 2023 года в городе Бишкек",О проекте Закона,Empty,вносится на первое чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-15483/23, от 07.12.2023","Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по транспорту, коммуникациям, архитектуре и строительству, Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143746_21-12-2023 04-07 Голосование 26.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,не голосовал,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,не голосовала,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
18,"О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Азербайджанской Республики об инвестициях для строительства пятизвездочного отеля на берегу озера Иссык-Куль, подписанного 12 октября 2023 года в городе Бишкек",О проекте Закона,Empty,вносится на второе чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-15483/23, от 07.12.2023","Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по транспорту, коммуникациям, архитектуре и строительству, Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143758_21-12-2023 04-08 Голосование 27.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,за,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,не голосовал,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,не голосовала,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
19,"О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Азербайджанской Республики об инвестициях для строительства пятизвездочного отеля на берегу озера Иссык-Куль, подписанного 12 октября 2023 года в городе Бишкек",О проекте Закона,Empty,вносится на третье чтение,"инициатор – Председатель Кабинета Министров, вх. № 6-15483/23, от 07.12.2023","Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по транспорту, коммуникациям, архитектуре и строительству, Комитетом по бюджету, экономической и фискальной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143810_21-12-2023 04-08 Голосование 28.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,отсутствовала,за,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,не голосовал,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,не голосовала,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
20,"О недрах», О биосферных территориях»)»",О проекте Закона,О внесении изменений в некоторые законодательные акты Кыргызской Республики (в Законы,вносится на первое чтение,"инициаторы – депутаты Маматалиев М.А., Сулайманов К.К., вх. № 6-15372/23 от 06.12.2023","Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143827_21-12-2023 04-14 Голосование 29.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,за,за,отсутствовал,отсутствовала,не голосовал,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,не голосовал,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,не голосовала,не голосовал,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
21,Об утверждении Положения о комитете Жогорку Кенеша Кыргызской Республики (типового образца),О проекте постановления Жогорку Кенеша,Empty,NO,"инициатор – депутат Азыгалиев Н.А., вх. №6-15060/23 от 29.11.2023","Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143839_21-12-2023 04-20 Голосование 30.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,отсутствовала,не голосовал,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,за,за,за,отсутствовал,за,за,не голосовал,за,за,за,отсутствовал,за,отсутствовал,за,не голосовал,за,не голосовал,за,не голосовал,за,за,за,за,за,за,за,за,за,за,не голосовал,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
22,Об утверждении Типовых положений о парламентской фракции и депутатской группе Жогорку Кенеша Кыргызской Республики,О проекте постановления Жогорку Кенеша,Empty,NO,"инициатор – депутат Азыгалиев Н.А., вх. №6-15060/23 от 29.11.2023","Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен",http://kenesh.kg//uploads/media/default/0001/98/221223143855_21-12-2023 04-21 Голосование 31.pdf,http://kenesh.kg/ru/article/show/11579/zakonoproekti-rassmotrennie-21-dekabrya-2023-goda-i-vnesennie-na-golosovanie,за,за,не голосовал,за,отсутствовал,отсутствовала,не голосовал,отсутствовал,не голосовал,за,отсутствовал,за,за,за,за,за,за,за,за,за,отсутствовал,за,за,отсутствовал,отсутствовал,отсутствовала,за,за,отсутствовал,за,отсутствовала,за,за,за,за,не голосовал,за,отсутствовал,за,за,не голосовал,за,за,не голосовал,отсутствовал,за,отсутствовал,за,не голосовал,за,за,за,не голосовал,за,за,за,за,за,за,за,за,за,за,за,за,за,за,за,отсутствовала,за,за,за,за,за,за,за,за,за,отсутствовал,отсутствовал,за,за,за,за,за,за,отсутствовал,за,за,за,,,
